category,currency,data,image_url,in_stock,name,price,product_url,scraped_at,source,source_url
Books,GBP,{},https://books.toscrape.com/media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg,True,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,https://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html,2026-08-29T17:29:57.331851+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-1.html
Books,GBP,{},https://books.toscrape.com/media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg,True,Shakespeare's Sonnets,20.66,https://books.toscrape.com/catalogue/shakespeares-sonnets_989/index.html,2026-08-29T17:29:57.331851+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-1.html
Books,GBP,{},https://books.toscrape.com/media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg,True,Set Me Free,17.46,https://books.toscrape.com/catalogue/set-me-free_988/index.html,2026-08-29T17:29:57.331851+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-1.html
Books,GBP,{},https://books.toscrape.com/media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg,True,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,https://books.toscrape.com/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,2026-08-29T17:29:57.331851+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-1.html
Books,GBP,{},https://books.toscrape.com/media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg,True,Rip it Up and Start Again,35.02,https://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html,2026-08-29T17:29:57.331851+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-1.html
Books,GBP,{},https://books.toscrape.com/media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg,True,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,https://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,2026-08-29T17:29:57.331851+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-1.html
Books,GBP,{},https://books.toscrape.com/media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg,True,Olio,23.88,https://books.toscrape.com/catalogue/olio_984/index.html,2026-08-29T17:29:57.331851+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-1.html
Books,GBP,{},https://books.toscrape.com/media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg,True,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,2026-08-29T17:29:57.331851+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-1.html
Books,GBP,{},https://books.toscrape.com/media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg,True,Libertarianism for Beginners,51.33,https://books.toscrape.com/catalogue/libertarianism-for-beginners_982/index.html,2026-08-29T17:29:57.332934+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-1.html
Books,GBP,{},https://books.toscrape.com/media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg,True,It's Only the Himalayas,45.17,https://books.toscrape.com/catalogue/its-only-the-himalayas_981/index.html,2026-08-29T17:29:57.332934+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-1.html
Books,GBP,{},https://books.toscrape.com/media/cache/5d/72/5d72709c6a7a9584a4d1cf07648bfce1.jpg,True,In Her Wake,12.84,https://books.toscrape.com/catalogue/in-her-wake_980/index.html,2026-08-29T17:29:58.804507+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-2.html
Books,GBP,{},https://books.toscrape.com/media/cache/5c/c8/5cc8e107246cb478960d4f0aba1e1c8e.jpg,True,How Music Works,37.32,https://books.toscrape.com/catalogue/how-music-works_979/index.html,2026-08-29T17:29:58.804507+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-2.html
Books,GBP,{},https://books.toscrape.com/media/cache/9f/59/9f59f01fa916a7bb8f0b28a4012179a4.jpg,True,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,https://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html,2026-08-29T17:29:58.804507+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-2.html
Books,GBP,{},https://books.toscrape.com/media/cache/9c/2e/9c2e0eb8866b8e3f3b768994fd3d1c1a.jpg,True,Chase Me (Paris Nights #2),25.27,https://books.toscrape.com/catalogue/chase-me-paris-nights-2_977/index.html,2026-08-29T17:29:58.805505+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-2.html
Books,GBP,{},https://books.toscrape.com/media/cache/44/cc/44ccc99c8f82c33d4f9d2afa4ef25787.jpg,True,Black Dust,34.53,https://books.toscrape.com/catalogue/black-dust_976/index.html,2026-08-29T17:29:58.805505+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-2.html
Books,GBP,{},https://books.toscrape.com/media/cache/af/6e/af6e796160fe63e0cf19d44395c7ddf2.jpg,True,Birdsong: A Story in Pictures,54.64,https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html,2026-08-29T17:29:58.805505+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-2.html
Books,GBP,{},https://books.toscrape.com/media/cache/ef/0b/ef0bed08de4e083dba5e20fdb98d9c36.jpg,True,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,https://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html,2026-08-29T17:29:58.805505+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-2.html
Books,GBP,{},https://books.toscrape.com/media/cache/d6/da/d6da0371958068bbaf39ea9c174275cd.jpg,True,Aladdin and His Wonderful Lamp,53.13,https://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html,2026-08-29T17:29:58.805505+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-2.html
Books,GBP,{},https://books.toscrape.com/media/cache/2e/98/2e98c332bf8563b584784971541c4445.jpg,True,Worlds Elsewhere: Journeys Around Shakespeareâs Globe,40.3,https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html,2026-08-29T17:29:58.805505+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-2.html
Books,GBP,{},https://books.toscrape.com/media/cache/a5/41/a5416b9646aaa7287baa287ec2590270.jpg,True,Wall and Piece,44.18,https://books.toscrape.com/catalogue/wall-and-piece_971/index.html,2026-08-29T17:29:58.805505+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-2.html
Books,GBP,{},https://books.toscrape.com/media/cache/0f/7e/0f7ee69495c0df1d35723f012624a9f8.jpg,True,The Four Agreements: A Practical Guide to Personal Freedom,17.66,https://books.toscrape.com/catalogue/the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html,2026-08-29T17:29:58.806505+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-2.html
Books,GBP,{},https://books.toscrape.com/media/cache/38/c5/38c56fba316c07305643a8065269594e.jpg,True,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,31.05,https://books.toscrape.com/catalogue/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html,2026-08-29T17:29:58.806505+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-2.html
Books,GBP,{},https://books.toscrape.com/media/cache/5d/7e/5d7ecde8e81513eba8a64c9fe000744b.jpg,True,The Elephant Tree,23.82,https://books.toscrape.com/catalogue/the-elephant-tree_968/index.html,2026-08-29T17:29:58.806505+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-2.html
Books,GBP,{},https://books.toscrape.com/media/cache/cf/bb/cfbb5e62715c6d888fd07794c9bab5d6.jpg,True,The Bear and the Piano,36.89,https://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html,2026-08-29T17:29:58.806505+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-2.html
Books,GBP,{},https://books.toscrape.com/media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg,True,Sophie's World,15.94,https://books.toscrape.com/catalogue/sophies-world_966/index.html,2026-08-29T17:29:58.806505+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-2.html
Books,GBP,{},https://books.toscrape.com/media/cache/12/53/1253c21c5ef3c6d075c5fa3f5fecee6a.jpg,True,Penny Maybe,33.29,https://books.toscrape.com/catalogue/penny-maybe_965/index.html,2026-08-29T17:29:58.806505+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-2.html
Books,GBP,{},https://books.toscrape.com/media/cache/f5/88/f5889d038f5d8e949b494d147c2dcf54.jpg,True,Maude (1883-1993):She Grew Up with the country,18.02,https://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html,2026-08-29T17:29:58.806505+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-2.html
Books,GBP,{},https://books.toscrape.com/media/cache/23/85/238570a1c284e730dbc737a7e631ae2b.jpg,True,"In a Dark, Dark Wood",19.63,https://books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html,2026-08-29T17:29:58.807505+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-2.html
Books,GBP,{},https://books.toscrape.com/media/cache/e1/5c/e15c289ba58cea38519e1281e859f0c1.jpg,True,Behind Closed Doors,52.22,https://books.toscrape.com/catalogue/behind-closed-doors_962/index.html,2026-08-29T17:29:58.807505+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-2.html
Books,GBP,{},https://books.toscrape.com/media/cache/e9/20/e9203b733126c4a0832a1c7885dc27cf.jpg,True,You can't bury them all: Poems,33.63,https://books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html,2026-08-29T17:29:58.807505+00:00,BooksToScrape,https://books.toscrape.com/catalogue/page-2.html
